|soundName|personName|TRN/TST|soundPath|wrdPath|phnPath|txtPath|gender|region|age|recordDate|birthDate|height|race|education|phn|prompt|start|end
354|sx302|BTH0|TRN|TIMIT/TRAIN/DR7/MBTH0/SX302.wav|TIMIT/TRAIN/DR7/MBTH0/SX302.wrd|TIMIT/TRAIN/DR7/MBTH0/SX302.phn|TIMIT/TRAIN/DR7/MBTH0/SX302.txt|M|Western|23|03/12/86|05/11/62|187.96|WHT|BS |h# t ow f uw q ih z m ey dcl d f r em pcl p r aa s eh s oy bcl b iy n tcl t s h#|Tofu is made from processed|0|45364
355|sx32|BTH0|TRN|TIMIT/TRAIN/DR7/MBTH0/SX32.wav|TIMIT/TRAIN/DR7/MBTH0/SX32.wrd|TIMIT/TRAIN/DR7/MBTH0/SX32.phn|TIMIT/TRAIN/DR7/MBTH0/SX32.txt|M|Western|23|03/12/86|05/11/62|187.96|WHT|BS |h# ix tcl s f ah n tcl t axr r ow s epi m aa r sh epi m eh l ow z ah nx ax gcl g ae s bcl b er nx axr h#|It's fun to roast marshmallows on a gas|0|44749
356|sx212|BTH0|TRN|TIMIT/TRAIN/DR7/MBTH0/SX212.wav|TIMIT/TRAIN/DR7/MBTH0/SX212.wrd|TIMIT/TRAIN/DR7/MBTH0/SX212.phn|TIMIT/TRAIN/DR7/MBTH0/SX212.txt|M|Western|23|03/12/86|05/11/62|187.96|WHT|BS |h# hh ay gcl g ey dh ax m s eh v r el tcl ch oy s ih z q ax n l eh tcl dh ix m s eh tcl dh ax pcl p r ay er r axr dx iy s h#|I gave them several choices and let them set the|0|54375
357|si505|BTH0|TRN|TIMIT/TRAIN/DR7/MBTH0/SI505.wav|TIMIT/TRAIN/DR7/MBTH0/SI505.wrd|TIMIT/TRAIN/DR7/MBTH0/SI505.phn|TIMIT/TRAIN/DR7/MBTH0/SI505.txt|M|Western|23|03/12/86|05/11/62|187.96|WHT|BS |h# dh ih s eh kcl k s l ih n t f ao axr n bcl b aa m tcl t ey kcl k s ow n l ix s ih kcl k s h#|This excellent foreign bomb takes only|0|46388
358|si757|BTH0|TRN|TIMIT/TRAIN/DR7/MBTH0/SI757.wav|TIMIT/TRAIN/DR7/MBTH0/SI757.wrd|TIMIT/TRAIN/DR7/MBTH0/SI757.phn|TIMIT/TRAIN/DR7/MBTH0/SI757.txt|M|Western|23|03/12/86|05/11/62|187.96|WHT|BS |h# s tcl t ow n w eh r kcl k l ey f axr tcl t ay el s h#|Stoneware clay for|0|33690
359|si2102|BTH0|TRN|TIMIT/TRAIN/DR7/MBTH0/SI2102.wav|TIMIT/TRAIN/DR7/MBTH0/SI2102.wrd|TIMIT/TRAIN/DR7/MBTH0/SI2102.phn|TIMIT/TRAIN/DR7/MBTH0/SI2102.txt|M|Western|23|03/12/86|05/11/62|187.96|WHT|BS |h# hh iy m ey n aa q r ay z tcl t ix dh ax hv ay tcl s pau b ah dx iy kcl k ix ng gcl g eh q bcl b ay pau q ix nx iy v eh n ch ix l iy pau b iy r iy tcl t ay axr dcl d h#|He may not rise to the heights, but he can get by, and eventually be|0|82740
360|sa1|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SA1.wav|TIMIT/TRAIN/DR4/MBWP0/SA1.wrd|TIMIT/TRAIN/DR4/MBWP0/SA1.phn|TIMIT/TRAIN/DR4/MBWP0/SA1.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# sh iy hv ae dcl jh y er dcl d aa r kcl s ux dx ih n gcl g r iy s iy w ao sh epi w ao dx axr q ao l y ih axr h#|She had your dark suit in greasy wash water all|0|56730
361|sa2|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SA2.wav|TIMIT/TRAIN/DR4/MBWP0/SA2.wrd|TIMIT/TRAIN/DR4/MBWP0/SA2.phn|TIMIT/TRAIN/DR4/MBWP0/SA2.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# d ow nx ae s kcl m iy tcl t ix kcl k ih r iy eh n pau q oy l iy r ae gcl g l ay kcl dh ae tcl t h#|Don't ask me to carry an oily rag like|0|50381
362|sx259|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SX259.wav|TIMIT/TRAIN/DR4/MBWP0/SX259.wrd|TIMIT/TRAIN/DR4/MBWP0/SX259.phn|TIMIT/TRAIN/DR4/MBWP0/SX259.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# t er nx ey dx ow z ao f ix n dcl d ih s tcl t r oy ey kcl k er z ix v f aa r m l ae n dcl d h#|Tornados often destroy acres of farm|0|59392
363|sx439|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SX439.wav|TIMIT/TRAIN/DR4/MBWP0/SX439.wrd|TIMIT/TRAIN/DR4/MBWP0/SX439.phn|TIMIT/TRAIN/DR4/MBWP0/SX439.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# dh ae tcl s tcl t ih ng iy ng v ey pcl p axr w ax z kcl k ao z dcl b ay kcl k l ao r ay dcl v ey pcl p er z ey sh en h#|That stinging vapor was caused by chloride|0|54989
364|sx169|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SX169.wav|TIMIT/TRAIN/DR4/MBWP0/SX169.wrd|TIMIT/TRAIN/DR4/MBWP0/SX169.phn|TIMIT/TRAIN/DR4/MBWP0/SX169.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# hh aw w ix dcl d y ux iy v ae l y uw ey tcl dh ih s ae l dcl jh axr bcl b r ey ix kcl k ix kcl k s pcl p r eh sh en h#|How would you evaluate this algebraic|0|46183
365|sx349|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SX349.wav|TIMIT/TRAIN/DR4/MBWP0/SX349.wrd|TIMIT/TRAIN/DR4/MBWP0/SX349.phn|TIMIT/TRAIN/DR4/MBWP0/SX349.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# dh ix pcl p r iy s kcl k uw l er kcl k uh dcl en tcl v er bcl b ax l ay z hh axr f iy l ih n z ix bcl b aw tcl dh iy ih m er zh ix n s iy kcl k ix n dcl d ih sh ix n z h#|The preschooler couldn't verbalize her feelings about the emergency|0|68813
366|sx79|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SX79.wav|TIMIT/TRAIN/DR4/MBWP0/SX79.wrd|TIMIT/TRAIN/DR4/MBWP0/SX79.phn|TIMIT/TRAIN/DR4/MBWP0/SX79.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# w ih y ux pcl p l iy z dcl d ix s kcl k r ay bcl dh iy ih dx iy aa dx ih kcl p axr dcl d ih kcl k ax m ix n tcl t h#|Will you please describe the idiotic|0|52634
367|si709|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SI709.wav|TIMIT/TRAIN/DR4/MBWP0/SI709.wrd|TIMIT/TRAIN/DR4/MBWP0/SI709.phn|TIMIT/TRAIN/DR4/MBWP0/SI709.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# q aa v ah kcl k aa dx ow z hh aw eh v er q aa r v er iy r ih tcl ch ih n ux tcl t r iy ix n tcl s h#|Avocados, however, are very rich in|0|52122
368|si1531|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SI1531.wav|TIMIT/TRAIN/DR4/MBWP0/SI1531.wrd|TIMIT/TRAIN/DR4/MBWP0/SI1531.phn|TIMIT/TRAIN/DR4/MBWP0/SI1531.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# hh uw ih z gcl g ow ih ng tcl t ix s tcl t aa pcl m iy h#|Who is going to stop|0|25293
369|si1969|BWP0|TRN|TIMIT/TRAIN/DR4/MBWP0/SI1969.wav|TIMIT/TRAIN/DR4/MBWP0/SI1969.wrd|TIMIT/TRAIN/DR4/MBWP0/SI1969.phn|TIMIT/TRAIN/DR4/MBWP0/SI1969.txt|M|South Midland|38|02/21/86|04/28/47|182.88|WHT|BS |h# ih f eh nx iy ih v ah s epi m ih s dh ey kcl k ix n pcl p ih kcl k ah pcl dh ax-h pcl p iy s ix z h#|If any of us miss, they can pick up the|0|43418
370|sa1|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SA1.wav|TIMIT/TRAIN/DR6/MCAE0/SA1.wrd|TIMIT/TRAIN/DR6/MCAE0/SA1.phn|TIMIT/TRAIN/DR6/MCAE0/SA1.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# sh iy hv ae dcl jh uh dcl d aa r kcl s ux tcl t ix ng gcl g r ux s iy w ao sh epi w uh dx ax pau q ao l y ih axr h#|She had your dark suit in greasy wash water all|0|60826
371|sa2|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SA2.wav|TIMIT/TRAIN/DR6/MCAE0/SA2.wrd|TIMIT/TRAIN/DR6/MCAE0/SA2.phn|TIMIT/TRAIN/DR6/MCAE0/SA2.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# d ow n q ae s kcl m iy tcl t ix kcl k eh r iy pau q ix n q ao l iy r ae gcl g l ay kcl dh ae tcl h#|Don't ask me to carry an oily rag like|0|56218
372|sx367|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX367.wav|TIMIT/TRAIN/DR6/MCAE0/SX367.wrd|TIMIT/TRAIN/DR6/MCAE0/SX367.phn|TIMIT/TRAIN/DR6/MCAE0/SX367.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# dh ix s er pcl p l ah sh ux z pau w axr s ow dx ae dx eh dcl d ih s kcl k aw n tcl p r ay s h#|The surplus shoes were sold at a discount|0|59700
373|sx97|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX97.wav|TIMIT/TRAIN/DR6/MCAE0/SX97.wrd|TIMIT/TRAIN/DR6/MCAE0/SX97.phn|TIMIT/TRAIN/DR6/MCAE0/SX97.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# p eh ng gcl g w ih n z l ih v n ih ax dh ih q ay s iy ae n aa r tcl t ix kcl k h#|Penguins live near the icy|0|46695
374|sx277|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX277.wav|TIMIT/TRAIN/DR6/MCAE0/SX277.wrd|TIMIT/TRAIN/DR6/MCAE0/SX277.phn|TIMIT/TRAIN/DR6/MCAE0/SX277.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# dh ax r ow z kcl k uh s aa zh pau s epi m eh l tcl t s epi w iy tcl h#|The rose corsage smelled|0|55092
375|sx7|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX7.wav|TIMIT/TRAIN/DR6/MCAE0/SX7.wrd|TIMIT/TRAIN/DR6/MCAE0/SX7.phn|TIMIT/TRAIN/DR6/MCAE0/SX7.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# n ah th ih ng q ih z q ae z pau q ao f eh n s ih v q ae z q ih n ih s eh n s h#|Nothing is as offensive as|0|61440
376|sx187|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX187.wav|TIMIT/TRAIN/DR6/MCAE0/SX187.wrd|TIMIT/TRAIN/DR6/MCAE0/SX187.phn|TIMIT/TRAIN/DR6/MCAE0/SX187.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# dh ey ao f tcl t ih n gcl g ow aw tcl q ih n dh iy v n ih ng h#|They often go out in the|0|36455
377|si817|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SI817.wav|TIMIT/TRAIN/DR6/MCAE0/SI817.wrd|TIMIT/TRAIN/DR6/MCAE0/SI817.phn|TIMIT/TRAIN/DR6/MCAE0/SI817.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# dh ih s epi w uh l pcl p axr v ih n tcl pau f l ae tcl f ao l z q ix n tcl t ow q ih n zh axr ix s h#|This will prevent flat falls and toe|0|66356
378|si1447|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SI1447.wav|TIMIT/TRAIN/DR6/MCAE0/SI1447.wrd|TIMIT/TRAIN/DR6/MCAE0/SI1447.phn|TIMIT/TRAIN/DR6/MCAE0/SI1447.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# m aa kcl k r ow q ao gcl ix n ih z em z pau q aa q ao f tcl t ih n axr s pcl p aa n s bcl b el f ao dh ax r ae pcl p ih dcl s pcl p oy l ih dcl jh pau q ax v f uw dcl s h#|Microorganisms are often responsible for the rapid spoilage of|0|90727
379|si2077|CAE0|TRN|TIMIT/TRAIN/DR6/MCAE0/SI2077.wav|TIMIT/TRAIN/DR6/MCAE0/SI2077.wrd|TIMIT/TRAIN/DR6/MCAE0/SI2077.phn|TIMIT/TRAIN/DR6/MCAE0/SI2077.txt|M|New York City|28|03/07/86|05/28/57|182.88|BLK|HS |h# m ey bcl iy y uw pau q eh n m iy w ih l pau g er l iy pau b ah tcl dh iy z tcl t ux pau q ey n tcl g ow ih n ow w eh ax h#|Maybe you and me will, girlie, but these two ain't goin'|0|86938
380|sa1|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SA1.wav|TIMIT/TRAIN/DR4/FCAG0/SA1.wrd|TIMIT/TRAIN/DR4/FCAG0/SA1.phn|TIMIT/TRAIN/DR4/FCAG0/SA1.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# sh ix hv ae dcl y axr dcl d aa r kcl k s ux tcl en gcl g r iy z ix w aa sh epi w ao dx axr q ao l y ix axr h#|She had your dark suit in greasy wash water all|0|48436
381|sa2|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SA2.wav|TIMIT/TRAIN/DR4/FCAG0/SA2.wrd|TIMIT/TRAIN/DR4/FCAG0/SA2.phn|TIMIT/TRAIN/DR4/FCAG0/SA2.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# d ow nx ae s epi m ix dx ix kcl k eh r iy ix n ao l iy r ae gcl g l ay kcl dh ae tcl h#|Don't ask me to carry an oily rag like|0|37376
382|sx423|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SX423.wav|TIMIT/TRAIN/DR4/FCAG0/SX423.wrd|TIMIT/TRAIN/DR4/FCAG0/SX423.phn|TIMIT/TRAIN/DR4/FCAG0/SX423.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# s m ae sh l ay tcl b ah bcl b z ax n dh axr kcl k ae sh v ae y ux w el dcl d ax m ih nx ih sh tcl t ix n ah th ix ng h#|Smash lightbulbs and their cash value will diminish to|0|55501
383|sx153|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SX153.wav|TIMIT/TRAIN/DR4/FCAG0/SX153.wrd|TIMIT/TRAIN/DR4/FCAG0/SX153.phn|TIMIT/TRAIN/DR4/FCAG0/SX153.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# s kcl k ax l ae s tcl t ix kcl k ae pcl t ix tcl t ux dx ix z dcl jh ah dcl jh dcl b ay s tcl t ae n axr dx ay z dcl t eh s h#|Scholastic aptitude is judged by standardized|0|51917
384|sx333|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SX333.wav|TIMIT/TRAIN/DR4/FCAG0/SX333.wrd|TIMIT/TRAIN/DR4/FCAG0/SX333.phn|TIMIT/TRAIN/DR4/FCAG0/SX333.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# eh n ih dcl d ah l tcl m ey l bcl b ae bcl b uw n z tcl t iy th q aa r n aa q s ux dx ix bcl b el f axr q iy dx ix ng sh eh l f ih sh h#|An adult male baboon's teeth are not suitable for eating|0|62260
385|sx63|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SX63.wav|TIMIT/TRAIN/DR4/FCAG0/SX63.wrd|TIMIT/TRAIN/DR4/FCAG0/SX63.phn|TIMIT/TRAIN/DR4/FCAG0/SX63.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# k aa q n eh nx el dcl d r ih f tcl t q ix z ix dcl jh iy ix l aa dcl jh ix kcl k el th iy axr ix h#|Continental drift is a geological|0|41472
386|sx243|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SX243.wav|TIMIT/TRAIN/DR4/FCAG0/SX243.wrd|TIMIT/TRAIN/DR4/FCAG0/SX243.phn|TIMIT/TRAIN/DR4/FCAG0/SX243.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# dh ey ao l ax gcl g r iy dh ix tcl dh ix eh s ey ih z bcl b eh r l iy ix n tcl t eh l ax dcl jh ix bcl b el h#|They all agree that the essay is barely|0|44852
387|si1641|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SI1641.wav|TIMIT/TRAIN/DR4/FCAG0/SI1641.wrd|TIMIT/TRAIN/DR4/FCAG0/SI1641.phn|TIMIT/TRAIN/DR4/FCAG0/SI1641.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# w axr y ux ix n l ah v w ax th ae tcl g er el h#|Were you in love with that|0|23860
388|si1503|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SI1503.wav|TIMIT/TRAIN/DR4/FCAG0/SI1503.wrd|TIMIT/TRAIN/DR4/FCAG0/SI1503.phn|TIMIT/TRAIN/DR4/FCAG0/SI1503.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# b aa dh ax l uh kcl k ah v ih m hv ix w ah z ix n tcl dh ae tcl f aa r gcl g ao n h#|By the look of him he wasn't that far|0|36660
389|si2133|CAG0|TRN|TIMIT/TRAIN/DR4/FCAG0/SI2133.wav|TIMIT/TRAIN/DR4/FCAG0/SI2133.wrd|TIMIT/TRAIN/DR4/FCAG0/SI2133.phn|TIMIT/TRAIN/DR4/FCAG0/SI2133.txt|F|South Midland|24|03/18/86|03/10/62|180.34|WHT|MS |h# hh ih r dh eh dx ih dcl n aa tcl n iy dcl t ix bcl b iy eng gcl g eh dx ow z h#|Here they did not need to be in|0|33383
400|sa1|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SA1.wav|TIMIT/TRAIN/DR3/MCAL0/SA1.wrd|TIMIT/TRAIN/DR3/MCAL0/SA1.phn|TIMIT/TRAIN/DR3/MCAL0/SA1.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# sh iy hv eh dcl d y er dcl d aa r kcl s uw q ix n gcl g r iy s iy w ao sh epi w ao dx er q ao l y ih er h#|She had your dark suit in greasy wash water all|0|52430
401|sa2|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SA2.wav|TIMIT/TRAIN/DR3/MCAL0/SA2.wrd|TIMIT/TRAIN/DR3/MCAL0/SA2.phn|TIMIT/TRAIN/DR3/MCAL0/SA2.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# d ow nx ae s kcl k m iy tcl t ix kcl k eh r ih ix n oy l ih r ae gcl g l ay kcl k dh ae tcl t h#|Don't ask me to carry an oily rag like|0|45467
402|sx58|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SX58.wav|TIMIT/TRAIN/DR3/MCAL0/SX58.wrd|TIMIT/TRAIN/DR3/MCAL0/SX58.phn|TIMIT/TRAIN/DR3/MCAL0/SX58.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# w iy ih kcl k s pcl p er iy ix n s dcl d ih s tcl t r eh s en f r ah s tcl t r ey sh ix n ax bcl t ey n iy n aa r dcl d ix gcl g r iy z h#|We experience distress and frustration obtaining our|0|61851
403|sx238|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SX238.wav|TIMIT/TRAIN/DR3/MCAL0/SX238.wrd|TIMIT/TRAIN/DR3/MCAL0/SX238.phn|TIMIT/TRAIN/DR3/MCAL0/SX238.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# ey dcl d aa kcl t axr w ax z ix n dh iy ae m bcl y ix l ax n s epi w ix th ax pcl p ey sh en tcl h#|A doctor was in the ambulance with the|0|39630
404|sx418|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SX418.wav|TIMIT/TRAIN/DR3/MCAL0/SX418.wrd|TIMIT/TRAIN/DR3/MCAL0/SX418.phn|TIMIT/TRAIN/DR3/MCAL0/SX418.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# ay r ix s th ih ng kcl s dh ih s z uw hv ae z ax l eh v ax n s pcl p ae nx ih sh pau z iy bcl b r ax z h#|Iris thinks this zoo has eleven Spanish|0|60827
405|sx148|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SX148.wav|TIMIT/TRAIN/DR3/MCAL0/SX148.wrd|TIMIT/TRAIN/DR3/MCAL0/SX148.phn|TIMIT/TRAIN/DR3/MCAL0/SX148.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# m ow s tcl t pcl p r iy s ih ng tcl s hh ae dx ey th er dx ax v dh ax v ow tcl s kcl k aw n tcl t ix dcl h#|Most precincts had a third of the votes|0|41678
406|sx328|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SX328.wav|TIMIT/TRAIN/DR3/MCAL0/SX328.wrd|TIMIT/TRAIN/DR3/MCAL0/SX328.phn|TIMIT/TRAIN/DR3/MCAL0/SX328.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# g r eh gcl g er ih ix n tcl t aa m tcl ch ow z tcl t ax w aa tcl ch kcl k aa r tcl t uw n z en dh iy ae f tcl t er n uw n h#|Gregory and Tom chose to watch cartoons in the|0|55604
407|si508|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SI508.wav|TIMIT/TRAIN/DR3/MCAL0/SI508.wrd|TIMIT/TRAIN/DR3/MCAL0/SI508.phn|TIMIT/TRAIN/DR3/MCAL0/SI508.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# m aa l ah s kcl s aa r ax kcl k ey s en pcl p oy n tcl h#|Mollusks are a case in|0|28264
408|si1138|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SI1138.wav|TIMIT/TRAIN/DR3/MCAL0/SI1138.wrd|TIMIT/TRAIN/DR3/MCAL0/SI1138.phn|TIMIT/TRAIN/DR3/MCAL0/SI1138.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# dh ae tcl d aa kcl t r ix n hv ae z bcl ix n ix kcl s eh pcl t ix dcl b ay m eh nx ih pau b ah tcl hv ae z ix tcl p axr dx uw s tcl t gcl g uh dcl d r ix z uh l tcl s h#|That doctrine has been accepted by many, but has it produced good|0|65537
409|si1768|CAL0|TRN|TIMIT/TRAIN/DR3/MCAL0/SI1768.wav|TIMIT/TRAIN/DR3/MCAL0/SI1768.wrd|TIMIT/TRAIN/DR3/MCAL0/SI1768.phn|TIMIT/TRAIN/DR3/MCAL0/SI1768.txt|M|North Midland|26|01/23/86|06/23/59|190.5|WHT|BS |h# dh ix kcl k l er kcl k s q ay z f l ih kcl k axr dcl d h#|The clerk's eyes|0|25601
420|sa1|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SA1.wav|TIMIT/TRAIN/DR3/MCDD0/SA1.wrd|TIMIT/TRAIN/DR3/MCDD0/SA1.phn|TIMIT/TRAIN/DR3/MCDD0/SA1.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# sh iy hv ae dcl d y axr dcl d aa r kcl k s ux dx ix n gcl g r iy s iy w ao sh w ao dx axr ao l y ix axr h#|She had your dark suit in greasy wash water all|0|49152
421|sa2|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SA2.wav|TIMIT/TRAIN/DR3/MCDD0/SA2.wrd|TIMIT/TRAIN/DR3/MCDD0/SA2.phn|TIMIT/TRAIN/DR3/MCDD0/SA2.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# d ow nx ae s epi m ix tcl t ix kcl k eh r ih ix n oy l ix r ae gcl l ay kcl dh ae tcl h#|Don't ask me to carry an oily rag like|0|35840
422|sx433|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SX433.wav|TIMIT/TRAIN/DR3/MCDD0/SX433.wrd|TIMIT/TRAIN/DR3/MCDD0/SX433.phn|TIMIT/TRAIN/DR3/MCDD0/SX433.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# dh iy ow v axr w ey tcl ch aa r m axr kcl k ux dcl s l ih pcl p oy z ix n ix n tcl t ix q eh nx iy w ah n z tcl t iy h#|The overweight charmer could slip poison into anyone's|0|48845
423|sx163|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SX163.wav|TIMIT/TRAIN/DR3/MCDD0/SX163.wrd|TIMIT/TRAIN/DR3/MCDD0/SX163.phn|TIMIT/TRAIN/DR3/MCDD0/SX163.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# dh eh r ih m ey n dcl d ax l ay f l ao ng f r eh n z ix n kcl k ax m pcl p ae n y ix n z h#|They remained lifelong friends and|0|43111
424|sx343|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SX343.wav|TIMIT/TRAIN/DR3/MCDD0/SX343.wrd|TIMIT/TRAIN/DR3/MCDD0/SX343.phn|TIMIT/TRAIN/DR3/MCDD0/SX343.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# dh ax f r ay tcl en dcl ch aa ax l dcl w ax z dcl jh eh n tcl l ix s ax bcl d ux dcl d bcl b ay hv ix z bcl b ih gcl b r ah dh axr h#|The frightened child was gently subdued by his big|0|48333
425|sx73|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SX73.wav|TIMIT/TRAIN/DR3/MCDD0/SX73.wrd|TIMIT/TRAIN/DR3/MCDD0/SX73.phn|TIMIT/TRAIN/DR3/MCDD0/SX73.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# k l ih f s dcl d ix s pcl p l ey w ax z epi m ih s pcl p l ey s tcl t ao n ax s kcl k r iy n h#|Cliff's display was misplaced on the|0|43316
426|sx253|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SX253.wav|TIMIT/TRAIN/DR3/MCDD0/SX253.wrd|TIMIT/TRAIN/DR3/MCDD0/SX253.phn|TIMIT/TRAIN/DR3/MCDD0/SX253.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# b ay q iy dx ix ng y ow gcl g er tcl t pau y ux m ey l ih v l ao ng gcl g axr h#|By eating yogurt, you may live|0|33485
427|si883|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SI883.wav|TIMIT/TRAIN/DR3/MCDD0/SI883.wrd|TIMIT/TRAIN/DR3/MCDD0/SI883.phn|TIMIT/TRAIN/DR3/MCDD0/SI883.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# q eh nx iy r ix tcl t ae l ax tcl t ao r iy gcl g ae s ax-h tcl t ae kcl w uh dcl b iy eh r bcl b ao r n h#|Any retaliatory gas attack would be|0|49869
428|si1513|CDD0|TRN|TIMIT/TRAIN/DR3/MCDD0/SI1513.wav|TIMIT/TRAIN/DR3/MCDD0/SI1513.wrd|TIMIT/TRAIN/DR3/MCDD0/SI1513.phn|TIMIT/TRAIN/DR3/MCDD0/SI1513.txt|M|North Midland|30|03/19/86|05/04/55|187.96|WHT|BS |h# hh iy tcl ch ah kcl k el dcl d pau dh ax m eh m axr iy v ih v ix dcl d h#|He chuckled, the memory|0|32973
